dsm5_chapt16diagnosis1,15.95418318182341
dsm5_chapt16diagnosis2,15.052770284081085
dsm5_chapt16diagnosis3,15.440840225021848
dsm5_chapt16diagnosis4,14.151803842524302
dsm5_chapt16diagnosis5,13.842764578268827
dsm5_chapt16diagnosis6,16.11948105676658
dsm5_chapt16diagnosis7,18.00357478064352
dsm5_chapt16diagnosis8,17.388599757471624
dsm5_chapt16diagnosis9,13.31959330730136
dsm5_chapt16diagnosis10,14.676105383792518
dsm5_chapt16diagnosis11,17.961496974191327
dsm5_chapt16diagnosis12,11.789354037844387
dsm5_chapt16diagnosis13,14.908318989389748
dsm5_chapt16diagnosis14,17.62047674618944
dsm5_chapt16diagnosis15,14.083551150103322
dsm5_chapt16diagnosis16,17.857408691872156
dsm5_chapt16diagnosis17,17.82603845669907
dsm5_chapt16diagnosis18,15.315157606953942
dsm5_chapt16diagnosis19,15.650050185524545
dsm5_chapt16diagnosis20,18.62103338482967
dsm5_chapt16diagnosis21,14.681081469084383
dsm5_chapt16diagnosis22,16.108373418090032
dsm5_chapt16diagnosis23,18.78157584249853
dsm5_chapt16diagnosis24,17.09334004376894
dsm5_chapt16diagnosis25,15.115934883584398
dsm5_chapt16diagnosis26,13.617188481701515
dsm5_chapt16diagnosis27,17.039527743243557
dsm5_chapt16diagnosis28,16.54550786499874
dsm5_chapt16diagnosis29,14.74805003862225
dsm5_chapt16diagnosis30,14.5855392373896
